Year_N,Age_of_Driver_N,Age_of_Vehicle_N,Accident_Area_Type_C,On_road_object_hit_C,Off_road_object_hit _C,Junction_Location_C,Car_Make_C,Driver_Sex_C,Vehicle_Manoeuvre_C,Vehicle_Type_C,Point_of_Impact_C,Cost_of_Incident_N,Weeks_to_Repair_N
2010,19,9,Urban area,Parked vehicle,Lamp post,Not at or within 20 metres of junction,HONDA,Male,Changing lane to left,Car,Nearside,250,7
2010,31,9,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,HYUNDAI,Female,Changing lane to left,Car,Offside,270,7
2010,59,11,Urban area,Bollard or refuge,Near/Offside crash barrier,Mid Junction - on roundabout or on main road,MERCEDES,Male,Going ahead other,Car,Front,118,8
2010,35,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Front,460,8
2010,21,16,Urban area,Bollard or refuge,Tree,Cleared junction or waiting/parked at junction exit,BMW,Male,Going ahead other,Car,Nearside,570,3
2010,80,8,Urban area,Kerb,Lamp post,Leaving roundabout,NISSAN,Female,Turning right,Car,Nearside,480,8
2010,49,9,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,TOYOTA,Male,Going ahead other,Car,Nearside,649,1
2010,60,2,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,HYUNDAI,Male,Going ahead other,Car,Back,464,12
2010,21,1,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,FIAT,Female,Going ahead other,Car,Back,281,8
2010,29,6,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,CITROEN,Female,Going ahead other,Car,Front,377,8
2010,72,13,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead other,Car,Back,373,12
2010,35,6,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead other,Van / Goods ,Nearside,458,12
2010,55,10,Rural,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Front,627,9
2010,53,13,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,MAZDA,Male,Going ahead other,Car,Front,515,2
2010,69,8,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Front,236,7
2010,76,2,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,HYUNDAI,Male,Going ahead other,Car,Back,161,1
2010,36,8,Urban area,Bollard or refuge,Near/Offside crash barrier,Entering from slip road,RENAULT,Male,Changing lane to right,Car,Back,445,11
2010,71,9,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,AUDI,Male,Going ahead other,Car,Nearside,701,5
2010,25,9,Urban area,Bollard or refuge,Entered ditch,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Back,701,4
2010,25,4,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Taxi/Private hire car,Back,359,12
2010,32,9,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,TOYOTA,Female,Going ahead other,Car,Offside,441,3
2010,62,1,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,MINI,Male,Going ahead other,Car,Front,317,2
2010,33,9,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Van / Goods ,Front,356,3
2010,79,12,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead other,Car,Front,261,6
2010,40,8,Urban area,Kerb,Tree,Approaching junction or waiting/parked at junction approach,CITROEN,Male,Going ahead left-hand bend,Car,Front,482,0
2010,37,1,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,VOLKSWAGEN,Male,Going ahead right-hand bend,Car,Front,105,3
2010,71,13,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,NISSAN,Male,Going ahead other,Car,Front,659,8
2010,21,5,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,PEUGEOT,Male,Going ahead other,Car,Front,311,6
2010,72,5,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,RENAULT,Male,Going ahead other,Car,Front,182,6
2010,22,5,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,HONDA,Male,Going ahead left-hand bend,Taxi/Private hire car,Front,474,8
2010,26,6,Urban area,Bollard or refuge,Road sign or traffic signal,Not at or within 20 metres of junction,RENAULT,Female,Overtaking moving vehicle - offside,Car,Offside,203,9
2010,30,3,Rural,Kerb,Telegraph or electricity pole,Entering main road,CITROEN,Female,Turning left,Car,Front,503,10
2010,43,9,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,HYUNDAI,Female,Going ahead other,Car,Offside,740,9
2010,71,10,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,FIAT,Female,Going ahead left-hand bend,Car,Front,186,12
2010,62,1,Rural,Bollard or refuge,Road sign or traffic signal,Not at or within 20 metres of junction,MAZDA,Male,Slowing or stopping,Car,Front,314,10
2010,38,9,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,FORD,Female,Slowing or stopping,Car,Offside,510,8
2010,58,9,Small town,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,CITROEN,Female,Going ahead other,Car,Offside,773,4
2010,46,20,Urban area,Kerb,Lamp post,Entering main road,FORD,Male,Turning left,Car,Nearside,104,3
2010,75,5,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,FORD,Male,Going ahead other,Car,Nearside,572,5
2010,19,12,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,HONDA,Male,Going ahead other,Motorcycle ,Front,433,7
2010,73,13,Urban area,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,RENAULT,Male,Going ahead other,Car,Front,445,4
2010,27,13,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,BMW,Male,Going ahead other,Car,Nearside,622,12
2010,40,8,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,FORD,Female,Going ahead other,Car,Front,351,10
2010,40,4,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,RENAULT,Male,Turning left,Car,Nearside,727,10
2010,75,6,Urban area,Kerb,Lamp post,Cleared junction or waiting/parked at junction exit,JAGUAR,Male,Going ahead left-hand bend,Car,Back,785,7
2010,19,4,Small town,Kerb,Central crash barrier,Not at or within 20 metres of junction,SKODA,Male,Going ahead other,Car,Front,499,6
2010,53,7,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead other,Car,Front,285,12
2010,22,9,Urban area,Kerb,Lamp post,Leaving roundabout,RENAULT,Male,Going ahead other,Car,Nearside,624,8
2010,53,14,Rural,Kerb,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,NISSAN,Female,Going ahead other,Car,Front,566,7
2010,22,8,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,270,12
2010,50,5,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,KAWASAKI,Male,Going ahead right-hand bend,Motorcycle ,Front,640,1
2010,58,2,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,MINI,Male,Going ahead other,Car,Front,434,1
2010,39,10,Urban area,Kerb,Lamp post,Entering main road,HONDA,Male,Going ahead other,Car,Front,109,4
2010,58,6,Urban area,Kerb,Other permanent object,Entering main road,TOYOTA,Female,Turning left,Car,Front,426,1
2010,30,7,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead right-hand bend,Car,Front,104,7
2010,61,8,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Male,Overtaking static vehicle - offside,Car,Front,357,7
2010,37,1,Urban area,Central island of roundabout,Road sign or traffic signal,Entering roundabout,NISSAN,Female,Going ahead other,Car,Front,392,0
2010,50,7,Urban area,Kerb,Near/Offside crash barrier,Approaching junction or waiting/parked at junction approach,FORD,Female,Going ahead other,Car,Front,577,8
2010,57,13,Rural,Bollard or refuge,Lamp post,Leaving roundabout,FIAT,Male,Going ahead left-hand bend,Car,Front,452,8
2010,25,11,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,FIAT,Male,Going ahead other,Car,Offside,750,12
2010,64,12,Urban area,Kerb,Tree,Not at or within 20 metres of junction,CITROEN,Male,Going ahead other,Car,Front,222,3
2010,42,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead left-hand bend,Car,Nearside,108,5
2010,29,5,Rural,Kerb,Tree,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,685,3
2010,51,7,Urban area,Kerb,Lamp post,Entering roundabout,VOLKSWAGEN,Male,Going ahead other,Car,Front,221,10
2010,53,1,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead other,Car,Front,308,3
2010,73,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Van / Goods ,Front,759,1
2010,57,11,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,FORD,Male,Going ahead left-hand bend,Car,Nearside,226,8
2010,30,3,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,NISSAN,Male,Going ahead other,Car,Nearside,635,7
2010,36,8,Urban area,Kerb,Tree,Mid Junction - on roundabout or on main road,CITROEN,Male,Going ahead left-hand bend,Car,Front,581,9
2010,57,7,Urban area,Kerb,Other permanent object,Entering main road,FIAT,Male,Turning right,Car,Offside,520,3
2010,22,3,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Slowing or stopping,Van / Goods ,Front,666,6
2010,26,7,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,TOYOTA,Male,Changing lane to left,Car,Front,733,5
2010,36,12,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Female,Going ahead left-hand bend,Car,Front,287,3
2010,20,8,Small town,Kerb,Tree,Not at or within 20 metres of junction,RENAULT,Male,Going ahead right-hand bend,Car,Front,359,5
2010,67,11,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Male,Going ahead left-hand bend,Car,Front,123,6
2010,29,7,Urban area,Kerb,Lamp post,Cleared junction or waiting/parked at junction exit,FORD,Male,Going ahead other,Car,Front,656,7
2010,75,10,Rural,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,HYUNDAI,Female,Turning right,Car,Front,530,1
2010,17,9,Urban area,Central island of roundabout,Road sign or traffic signal,Mid Junction - on roundabout or on main road,HONDA,Male,Going ahead other,Car,Offside,561,9
2010,19,5,Urban area,Kerb,Tree,Not at or within 20 metres of junction,KIA,Male,Going ahead right-hand bend,Car,Front,513,9
2010,23,11,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Nearside,679,11
2010,21,7,Urban area,Kerb,Tree,Not at or within 20 metres of junction,HONDA,Male,Going ahead right-hand bend,Car,Did not impact,446,3
2010,79,2,Urban area,Bollard or refuge,Lamp post,Approaching junction or waiting/parked at junction approach,MINI,Female,Going ahead other,Car,Front,451,0
2010,30,5,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,FORD,Male,Slowing or stopping,Car,Front,368,10
2010,76,8,Rural,Kerb,Bus stop or bus shelter,Not at or within 20 metres of junction,CITROEN,Male,Going ahead right-hand bend,Car,Front,562,0
2010,50,15,Small town,Kerb,Near/Offside crash barrier,Approaching junction or waiting/parked at junction approach,LAND ROVER,Male,Going ahead other,Car,Nearside,787,3
2010,66,11,Rural,Other object,Entered ditch,Not at or within 20 metres of junction,RENAULT,Female,Going ahead left-hand bend,Car,Front,494,10
2010,57,9,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,FORD,Female,Going ahead right-hand bend,Car,Front,791,5
2010,28,10,Urban area,Kerb,Other permanent object,Entering main road,HONDA,Female,Going ahead other,Car,Front,268,1
2010,45,8,Urban area,Kerb,Tree,Mid Junction - on roundabout or on main road,KIA,Male,Turning right,Car,Front,124,12
2010,35,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,NISSAN,Male,Going ahead other,Car,Front,174,5
2010,64,17,Rural,Any animal (except ridden horse),Other permanent object,Not at or within 20 metres of junction,LAND ROVER,Male,Going ahead left-hand bend,Car,Front,247,9
2010,27,7,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Back,354,7
2010,59,2,Urban area,Kerb,Telegraph or electricity pole,Mid Junction - on roundabout or on main road,SAAB,Male,Going ahead other,Car,Front,729,1
2010,21,7,Urban area,Kerb,Tree,Not at or within 20 metres of junction,VOLKSWAGEN,Female,Reversing,Car,Back,618,2
2010,55,5,Urban area,Kerb,Entered ditch,Cleared junction or waiting/parked at junction exit,FORD,Female,Going ahead right-hand bend,Car,Front,419,11
2010,57,1,Urban area,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Moving off,Car,Front,133,9
2010,36,3,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,VOLVO,Female,Going ahead other,Car,Front,337,10
2010,39,12,Urban area,Kerb,Near/Offside crash barrier,Approaching junction or waiting/parked at junction approach,FORD,Female,Going ahead right-hand bend,Car,Front,600,2
2010,24,1,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,YAMAHA,Male,Going ahead other,Motorcycle ,Front,746,7
2010,25,5,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead other,Van / Goods ,Front,486,4
2010,26,2,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,FORD,Male,Going ahead other,Car,Front,566,7
2010,18,8,Urban area,Kerb,Near/Offside crash barrier,Entering roundabout,MINI,Male,Slowing or stopping,Car,Front,645,11
2010,72,2,Urban area,Kerb,Tree,Not at or within 20 metres of junction,FORD,Female,Going ahead other,Car,Front,256,0
2010,39,1,Urban area,Kerb,Other permanent object,Leaving main road,TOYOTA,Female,Turning left,Car,Front,711,9
2010,49,4,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,HONDA,Female,Overtaking moving vehicle - offside,Car,Front,529,11
2010,58,8,Urban area,Kerb,Tree,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Nearside,420,5
2010,75,9,Urban area,Bridge (side),Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Front,140,4
2010,58,1,Urban area,Kerb,Lamp post,Mid Junction - on roundabout or on main road,MAZDA,Male,Going ahead other,Car,Front,356,6
2010,54,7,Rural,Kerb,Other permanent object,Leaving main road,SUZUKI,Male,Turning left,Car,Front,362,0
2010,32,2,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,SAAB,Male,Going ahead right-hand bend,Car,Front,370,3
2010,66,7,Rural,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,FIAT,Male,Going ahead right-hand bend,Car,Front,558,11
2010,27,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,HONDA,Male,Overtaking moving vehicle - offside,Motorcycle ,Front,335,5
2010,48,13,Small town,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,SUZUKI,Male,Going ahead other,Motorcycle ,Front,699,6
2010,25,1,Urban area,Kerb,Other permanent object,Leaving main road,VOLKSWAGEN,Female,Turning left,Van / Goods ,Nearside,465,1
2010,29,8,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead right-hand bend,Car,Back,396,11
2010,58,8,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead left-hand bend,Car,Front,380,2
2010,79,14,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Nearside,181,11
2010,60,11,Small town,Central island of roundabout,Road sign or traffic signal,Entering roundabout,FIAT,Male,Going ahead other,Car,Front,181,7
2010,65,12,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead left-hand bend,Car,Front,439,5
2010,53,10,Urban area,Kerb,Lamp post,Mid Junction - on roundabout or on main road,RENAULT,Female,Turning left,Car,Front,615,12
2010,47,4,Urban area,Kerb,Tree,Not at or within 20 metres of junction,AUDI,Male,Going ahead right-hand bend,Car,Nearside,321,4
2010,80,7,Rural,Kerb,Tree,Leaving main road,PEUGEOT,Female,Turning right,Car,Front,527,2
2010,44,11,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Nearside,457,1
2010,55,19,Rural,Parked vehicle,Other permanent object,Approaching junction or waiting/parked at junction approach,PEUGEOT,Female,Reversing,Car,Back,576,1
2010,37,8,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead left-hand bend,Car,Nearside,295,3
2010,24,10,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FIAT,Female,Going ahead other,Car,Front,464,0
2010,35,11,Rural,Kerb,Tree,Not at or within 20 metres of junction,BMW,Male,Going ahead other,Car,Front,784,11
2010,42,4,Urban area,Kerb,Tree,Not at or within 20 metres of junction,CITROEN,Male,Going ahead other,Van / Goods ,Front,495,2
2010,79,8,Urban area,Kerb,Lamp post,Mid Junction - on roundabout or on main road,FORD,Male,Going ahead other,Car,Front,744,3
2010,80,3,Urban area,Kerb,Lamp post,Cleared junction or waiting/parked at junction exit,VOLKSWAGEN,Male,Going ahead right-hand bend,Car,Front,581,1
2010,58,3,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,SKODA,Male,Going ahead other,Car,Front,108,3
2010,31,10,Urban area,Bollard or refuge,Lamp post,Approaching junction or waiting/parked at junction approach,SKODA,Male,Going ahead left-hand bend,Car,Front,614,10
2010,77,13,Small town,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,CITROEN,Male,Going ahead right-hand bend,Car,Front,343,12
2010,24,12,Urban area,Bollard or refuge,Other permanent object,Mid Junction - on roundabout or on main road,HYUNDAI,Male,Turning right,Car,Nearside,118,10
2010,38,10,Small town,Kerb,Entered ditch,Not at or within 20 metres of junction,LAND ROVER,Male,Going ahead other,Car,Front,232,3
2010,41,3,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,BMW,Male,Going ahead other,Car,Back,206,10
2010,71,9,Urban area,Kerb,Tree,Not at or within 20 metres of junction,AUDI,Male,Going ahead other,Car,Front,512,0
2010,59,4,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,LAND ROVER,Male,Going ahead other,Car,Offside,176,3
2010,61,12,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,HYUNDAI,Female,Going ahead right-hand bend,Car,Front,446,4
2010,31,5,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,HONDA,Female,Going ahead right-hand bend,Motorcycle 50cc and under,Front,310,0
2010,38,5,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,SKODA,Male,Going ahead other,Car,Front,719,7
2010,64,4,Urban area,Bollard or refuge,Other permanent object,Mid Junction - on roundabout or on main road,FORD,Female,Going ahead other,Car,Front,761,0
2010,44,17,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,NISSAN,Female,Going ahead other,Car,Front,385,10
2010,60,5,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Offside,274,4
2010,56,9,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,CITROEN,Female,Going ahead other,Car,Nearside,310,5
2010,40,16,Small town,Kerb,Tree,Not at or within 20 metres of junction,MAZDA,Male,Going ahead left-hand bend,Car,Nearside,250,12
2010,76,9,Urban area,Parked vehicle,Road sign or traffic signal,Not at or within 20 metres of junction,JAGUAR,Male,Going ahead other,Car,Front,375,8
2010,44,14,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,HONDA,Male,Slowing or stopping,Motorcycle ,Front,224,10
2010,59,9,Small town,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,ROVER,Male,Going ahead right-hand bend,Car,Front,456,2
2010,52,6,Urban area,Bridge (side),Other permanent object,Not at or within 20 metres of junction,FORD,Female,Going ahead left-hand bend,Car,Front,596,8
2010,45,14,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead left-hand bend,Car,Front,550,7
2010,51,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,HONDA,Male,Going ahead left-hand bend,Motorcycle ,Nearside,312,9
2010,63,7,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Front,343,7
2010,17,11,Small town,Bridge (side),Other permanent object,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead other,Car,Front,598,9
2010,57,15,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,MAZDA,Female,Going ahead right-hand bend,Car,Back,294,7
2010,42,12,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,RENAULT,Male,Going ahead right-hand bend,Car,Back,517,11
2010,21,2,Small town,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,CITROEN,Female,Going ahead left-hand bend,Car,Front,152,9
2010,80,2,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Front,593,7
2010,57,1,Urban area,Central island of roundabout,Other permanent object,Approaching junction or waiting/parked at junction approach,ALFA ROMEO,Female,Slowing or stopping,Car,Back,533,11
2010,47,12,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead left-hand bend,Car,Front,431,7
2010,32,4,Small town,Kerb,Entered ditch,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Nearside,186,10
2010,38,9,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead left-hand bend,Car,Front,291,11
2010,34,6,Urban area,Bollard or refuge,Near/Offside crash barrier,Mid Junction - on roundabout or on main road,FIAT,Male,Going ahead right-hand bend,Car,Front,697,1
2010,74,10,Urban area,Kerb,Tree,Leaving main road,CITROEN,Female,Turning left,Car,Front,526,0
2010,39,2,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,IVECO,Male,Going ahead other,Van / Goods ,Front,389,12
2010,33,2,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,TOYOTA,Female,Slowing or stopping,Car,Back,594,3
2010,21,10,Urban area,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Moving off,Car,Back,418,6
2010,63,7,Urban area,Other object,Central crash barrier,Approaching junction or waiting/parked at junction approach,FIAT,Female,Going ahead other,Car,Front,413,6
2010,66,14,Urban area,Kerb,Entered ditch,Mid Junction - on roundabout or on main road,MAZDA,Female,Going ahead right-hand bend,Car,Nearside,350,7
2010,74,8,Rural,Kerb,Lamp post,Not at or within 20 metres of junction,LAND ROVER,Male,Going ahead other,Car,Nearside,488,9
2010,40,6,Urban area,Bollard or refuge,Tree,Not at or within 20 metres of junction,NISSAN,Female,Going ahead other,Car,Nearside,461,1
2010,25,16,Rural,Kerb,Other permanent object,Leaving main road,LAND ROVER,Male,Going ahead left-hand bend,Car,Front,712,10
2010,62,9,Urban area,Kerb,Tree,Mid Junction - on roundabout or on main road,VOLKSWAGEN,Male,Overtaking - nearside,Car,Offside,689,12
2010,31,13,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,AUDI,Male,Going ahead right-hand bend,Car,Back,625,7
2010,60,2,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,RENAULT,Male,Going ahead left-hand bend,Car,Front,486,9
2010,80,14,Small town,Kerb,Lamp post,Mid Junction - on roundabout or on main road,CITROEN,Male,Going ahead left-hand bend,Car,Front,192,3
2010,63,12,Urban area,Kerb,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,SUZUKI,Female,Going ahead left-hand bend,Car,Offside,102,2
2010,27,5,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead right-hand bend,Car,Front,509,2
2010,70,7,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,ROVER,Male,Going ahead other,Car,Front,527,1
2010,34,9,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,FORD,Female,Going ahead other,Car,Nearside,375,9
2010,23,6,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,FORD,Female,Going ahead other,Car,Offside,727,0
2010,30,3,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,CITROEN,Male,Going ahead right-hand bend,Car,Nearside,181,6
2010,52,3,Urban area,Kerb,Tree,Not at or within 20 metres of junction,KAWASAKI,Male,Going ahead right-hand bend,Motorcycle ,Front,289,10
2010,52,7,Urban area,Central island of roundabout,Lamp post,Entering roundabout,PEUGEOT,Female,Going ahead other,Car,Front,284,9
2010,58,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,CITROEN,Male,Overtaking moving vehicle - offside,Car,Offside,336,1
2010,26,11,Urban area,Kerb,Tree,Not at or within 20 metres of junction,PEUGEOT,Male,Overtaking - nearside,Car,Offside,372,0
2010,55,1,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Nearside,429,0
2010,43,4,Urban area,Parked vehicle,Tree,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead other,Van / Goods ,Nearside,307,8
2010,78,6,Urban area,Kerb,Entered ditch,Entering main road,TOYOTA,Female,Turning left,Car,Offside,501,5
2010,67,2,Urban area,Bollard or refuge,Road sign or traffic signal,Leaving main road,FIAT,Female,Turning right,Car,Front,629,6
2010,72,5,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,FORD,Female,Going ahead other,Car,Front,559,12
2010,47,5,Rural,Central island of roundabout,Other permanent object,Mid Junction - on roundabout or on main road,KIA,Female,Turning right,Car,Front,256,8
2010,57,9,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Offside,621,11
2010,39,8,Urban area,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Van / Goods ,Front,460,2
2010,50,7,Urban area,Central island of roundabout,Entered ditch,Entering roundabout,HONDA,Male,Going ahead other,Motorcycle ,Nearside,545,1
2010,53,10,Rural,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead left-hand bend,Car,Front,520,4
2010,46,1,Urban area,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,SKODA,Male,Going ahead right-hand bend,Car,Offside,685,11
2010,34,9,Urban area,Kerb,Tree,Not at or within 20 metres of junction,RENAULT,Female,Overtaking moving vehicle - offside,Car,Nearside,332,3
2010,23,7,Urban area,Bollard or refuge,Lamp post,Approaching junction or waiting/parked at junction approach,NISSAN,Female,Going ahead other,Car,Front,611,4
2010,21,4,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,CITROEN,Female,Going ahead right-hand bend,Car,Front,301,1
2010,78,12,Rural,Bollard or refuge,Lamp post,Leaving main road,VOLKSWAGEN,Male,Turning left,Car,Front,230,0
2010,30,6,Small town,Kerb,Entered ditch,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Nearside,692,10
2010,74,9,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,RENAULT,Male,Going ahead right-hand bend,Car,Front,670,2
